datestamp,index_code,index_name,convexity,return,modified_duration,yield
2020-07-16,SAGB Index,SA Govt Bond Index,68.7,0.028246076,6.32,9.732932593
2020-07-17,SAGB Index,SA Govt Bond Index,68.3,-0.296858404,6.3,9.765492682
2020-07-20,SAGB Index,SA Govt Bond Index,67.8,-0.263813171,6.28,9.800075663
2020-07-21,SAGB Index,SA Govt Bond Index,68.1,0.556410031,6.3,9.74657241
2020-07-22,SAGB Index,SA Govt Bond Index,69.2,0.940233059,6.35,9.655299111
2020-07-23,SAGB Index,SA Govt Bond Index,70.4,0.835899067,6.41,9.575147316
2020-07-24,SAGB Index,SA Govt Bond Index,70.1,-0.33279909,6.39,9.6107656
2020-07-27,SAGB Index,SA Govt Bond Index,70.5,0.477055145,6.4,9.571227195
2020-07-28,SAGB Index,SA Govt Bond Index,71,-0.352154768,6.47,9.608802714
2020-07-29,SAGB Index,SA Govt Bond Index,70.3,-0.533909536,6.43,9.663987243
2020-07-30,SAGB Index,SA Govt Bond Index,69.9,-0.320816614,6.41,9.698309827
2020-07-31,SAGB Index,SA Govt Bond Index,70.1,0.394873759,6.42,9.661926982
2020-08-03,SAGB Index,SA Govt Bond Index,69.6,-0.174115986,6.4,9.686851815
2020-08-04,SAGB Index,SA Govt Bond Index,69.5,-0.156807268,6.39,9.70496637
2020-08-05,SAGB Index,SA Govt Bond Index,69.5,0.153070297,6.39,9.692377554
2020-08-06,SAGB Index,SA Govt Bond Index,69.5,0.11661584,6.4,9.681739495
2020-08-07,SAGB Index,SA Govt Bond Index,69.6,0.311559186,6.4,9.653553679
2020-08-11,SAGB Index,SA Govt Bond Index,69,-0.279758655,6.37,9.691529182
2020-08-12,SAGB Index,SA Govt Bond Index,69.2,0.244943693,6.37,9.689701352
2020-08-13,SAGB Index,SA Govt Bond Index,69.4,0.162708143,6.39,9.65632021
2020-08-14,SAGB Index,SA Govt Bond Index,69.9,0.529284385,6.41,9.606759235
2020-08-17,SAGB Index,SA Govt Bond Index,69.3,-0.542656572,6.38,9.668143153
2020-08-18,SAGB Index,SA Govt Bond Index,69.4,0.122064587,6.38,9.658614089
2020-08-19,SAGB Index,SA Govt Bond Index,69.3,-0.063497797,6.37,9.667473431
2020-08-20,SAGB Index,SA Govt Bond Index,69.3,0.158280573,6.38,9.654349356
2020-08-21,SAGB Index,SA Govt Bond Index,69.3,0.162400597,6.38,9.63823306
2020-08-24,SAGB Index,SA Govt Bond Index,68.8,-0.302177735,6.35,9.676029925
2020-08-25,SAGB Index,SA Govt Bond Index,69.2,0.348127088,6.37,9.644153756
2020-08-26,SAGB Index,SA Govt Bond Index,70.2,-0.142087819,6.46,9.660841987
2020-08-27,SAGB Index,SA Govt Bond Index,70.4,0.128060996,6.47,9.650904795
2020-08-28,SAGB Index,SA Govt Bond Index,70.3,-0.052903576,6.46,9.658634335
2020-08-31,SAGB Index,SA Govt Bond Index,70.2,0.16864902,6.46,9.649832188
2020-09-01,SAGB Index,SA Govt Bond Index,70.8,0.847727985,6.49,9.570271638
2020-09-02,SAGB Index,SA Govt Bond Index,71,0.183951359,6.5,9.554988104
2020-09-03,SAGB Index,SA Govt Bond Index,71.2,0.172485502,6.5,9.540825569
2020-09-04,SAGB Index,SA Govt Bond Index,70.1,-0.639180383,6.46,9.59948594
2020-09-07,SAGB Index,SA Govt Bond Index,70.1,0.247506072,6.45,9.582944915
2020-09-08,SAGB Index,SA Govt Bond Index,69.7,-0.284117445,6.43,9.613156037
2020-09-09,SAGB Index,SA Govt Bond Index,69.5,-0.02306818,6.42,9.617949724
2020-09-10,SAGB Index,SA Govt Bond Index,69.5,-0.153124152,6.42,9.635456145
2020-09-11,SAGB Index,SA Govt Bond Index,69.1,-0.210220851,6.4,9.658585975
2020-09-14,SAGB Index,SA Govt Bond Index,69.3,0.464695232,6.41,9.620882123
2020-09-15,SAGB Index,SA Govt Bond Index,69.5,0.266686783,6.42,9.59743216
2020-09-16,SAGB Index,SA Govt Bond Index,69.5,0.001393282,6.42,9.59982215
2020-09-17,SAGB Index,SA Govt Bond Index,70,0.400423552,6.44,9.56345074
2020-09-18,SAGB Index,SA Govt Bond Index,69.9,-0.029558127,6.44,9.568827744
2020-09-21,SAGB Index,SA Govt Bond Index,69,-0.77651197,6.39,9.652311155
2020-09-22,SAGB Index,SA Govt Bond Index,69,-0.555954265,6.35,9.709753639
2020-09-23,SAGB Index,SA Govt Bond Index,68,-0.238311952,6.34,9.735953224
2020-09-25,SAGB Index,SA Govt Bond Index,68,-0.207011601,6.35,9.761759774
2020-09-28,SAGB Index,SA Govt Bond Index,68,0.203484388,6.35,9.749478824
2020-09-29,SAGB Index,SA Govt Bond Index,68.1,0.141021645,6.35,9.738172798
2020-09-30,SAGB Index,SA Govt Bond Index,68.1,0.154764537,6.36,9.725516103
2020-10-01,SAGB Index,SA Govt Bond Index,67.9,-0.044712532,6.35,9.732512461
2020-10-02,SAGB Index,SA Govt Bond Index,67.7,-0.169505354,6.33,9.755231427
2020-10-05,SAGB Index,SA Govt Bond Index,67.2,-0.211924412,6.31,9.784090665
2020-10-06,SAGB Index,SA Govt Bond Index,66.7,-0.489562726,6.28,9.835603473
2020-10-07,SAGB Index,SA Govt Bond Index,66.7,0.055909047,6.28,9.832679727
2020-10-08,SAGB Index,SA Govt Bond Index,67,0.297825871,6.3,9.805663087
2020-10-09,SAGB Index,SA Govt Bond Index,67.2,0.295951698,6.31,9.778880849
2020-10-12,SAGB Index,SA Govt Bond Index,67.3,0.377412756,6.31,9.74934385
2020-10-13,SAGB Index,SA Govt Bond Index,67.3,0.066574904,6.31,9.745340664
2020-10-14,SAGB Index,SA Govt Bond Index,67.2,0.006035477,6.3,9.747351891
2020-10-15,SAGB Index,SA Govt Bond Index,67.1,-0.01529831,6.3,9.751444551
2020-10-16,SAGB Index,SA Govt Bond Index,67.3,0.425189644,6.31,9.71201275
2020-10-19,SAGB Index,SA Govt Bond Index,67.4,0.378240942,6.31,9.682473791
2020-10-20,SAGB Index,SA Govt Bond Index,67.3,-0.126579987,6.3,9.69756008
2020-10-21,SAGB Index,SA Govt Bond Index,67.5,0.226013435,6.32,9.677836368
2020-10-22,SAGB Index,SA Govt Bond Index,68,0.403987007,6.34,9.640728449
2020-10-23,SAGB Index,SA Govt Bond Index,68,-0.04115061,6.34,9.647319027
2020-10-26,SAGB Index,SA Govt Bond Index,67.9,0.055860346,6.33,9.649472279
2020-10-27,SAGB Index,SA Govt Bond Index,67.8,-0.050703406,6.32,9.657028663
2020-10-28,SAGB Index,SA Govt Bond Index,67.4,-0.265842803,6.3,9.685850724
2020-10-29,SAGB Index,SA Govt Bond Index,66.9,-0.236950029,6.28,9.711916887
2020-10-30,SAGB Index,SA Govt Bond Index,66.6,-0.070487674,6.26,9.721498698
2020-11-02,SAGB Index,SA Govt Bond Index,66.1,-0.344044051,6.24,9.763594087
2020-11-03,SAGB Index,SA Govt Bond Index,66.6,0.498124166,6.26,9.716733127
2020-11-04,SAGB Index,SA Govt Bond Index,66.6,0.158537281,6.26,9.703567085
2020-11-05,SAGB Index,SA Govt Bond Index,68.3,1.690981709,6.34,9.552562603
2020-11-06,SAGB Index,SA Govt Bond Index,69.2,0.604304749,6.38,9.496392885
2020-11-09,SAGB Index,SA Govt Bond Index,71.1,1.792787555,6.47,9.332648193
2020-11-10,SAGB Index,SA Govt Bond Index,70.8,-0.573948784,6.45,9.39016909
2020-11-11,SAGB Index,SA Govt Bond Index,70.6,-0.006845004,6.44,9.393239289
2020-11-12,SAGB Index,SA Govt Bond Index,70.3,-0.191538996,6.43,9.4141075
2020-11-13,SAGB Index,SA Govt Bond Index,69.7,-0.452264753,6.4,9.460334497
2020-11-16,SAGB Index,SA Govt Bond Index,69.7,0.345028829,6.4,9.434352809
2020-11-17,SAGB Index,SA Govt Bond Index,69.3,-0.327417735,6.38,9.468563825
2020-11-18,SAGB Index,SA Govt Bond Index,69.4,0.224893631,6.38,9.449231203
2020-11-19,SAGB Index,SA Govt Bond Index,69.7,0.204443306,6.4,9.431904783
2020-11-20,SAGB Index,SA Govt Bond Index,70.2,0.308123927,6.41,9.404628152
2020-11-23,SAGB Index,SA Govt Bond Index,69.9,-0.17229289,6.4,9.428568929
2020-11-24,SAGB Index,SA Govt Bond Index,70,0.132834053,6.4,9.418165866
2020-11-25,SAGB Index,SA Govt Bond Index,70,0.068139719,6.4,9.414008727
2020-11-26,SAGB Index,SA Govt Bond Index,70.4,0.194226812,6.42,9.397700547
2020-11-27,SAGB Index,SA Govt Bond Index,69.4,-0.742223245,6.37,9.47232784
2020-11-30,SAGB Index,SA Govt Bond Index,69.1,-0.142330336,6.35,9.493607339
2020-12-01,SAGB Index,SA Govt Bond Index,69,-0.030099341,6.34,9.499024513
2020-12-02,SAGB Index,SA Govt Bond Index,68.7,-0.158507919,6.33,9.517018179
2020-12-03,SAGB Index,SA Govt Bond Index,68.6,-0.070995547,6.32,9.526458666
2020-12-04,SAGB Index,SA Govt Bond Index,68.7,0.240879725,6.33,9.506523011
2020-12-07,SAGB Index,SA Govt Bond Index,68.8,0.39987148,6.34,9.4749163
2020-12-08,SAGB Index,SA Govt Bond Index,69.3,0.521043431,6.36,9.426773248
2020-12-09,SAGB Index,SA Govt Bond Index,69.5,0.019663579,6.36,9.427294656
2020-12-10,SAGB Index,SA Govt Bond Index,69.4,-0.081581122,6.36,9.437668168
2020-12-11,SAGB Index,SA Govt Bond Index,70,0.760796239,6.39,9.366279404
2020-12-14,SAGB Index,SA Govt Bond Index,69.9,0.070138524,6.38,9.366757109
2020-12-15,SAGB Index,SA Govt Bond Index,70.7,0.254206689,6.44,9.344664604
2020-12-17,SAGB Index,SA Govt Bond Index,71.2,0.572533993,6.47,9.294965715
2020-12-18,SAGB Index,SA Govt Bond Index,71.7,0.384826538,6.49,9.260835449
2020-12-21,SAGB Index,SA Govt Bond Index,70.5,-1.006838158,6.42,9.364504607
2020-12-22,SAGB Index,SA Govt Bond Index,70.9,0.586373506,6.45,9.310936657
2020-12-23,SAGB Index,SA Govt Bond Index,70.9,0.068753416,6.45,9.306745371
2020-12-24,SAGB Index,SA Govt Bond Index,70.9,-0.054754349,6.44,9.314356975
2020-12-28,SAGB Index,SA Govt Bond Index,70.7,0.106934829,6.43,9.31364315
2020-12-29,SAGB Index,SA Govt Bond Index,69.9,-0.730510831,6.39,9.38643249
2020-12-30,SAGB Index,SA Govt Bond Index,70,0.471905645,6.4,9.343549274
2020-12-31,SAGB Index,SA Govt Bond Index,70,0.104727096,6.4,9.335895471
2021-01-04,SAGB Index,SA Govt Bond Index,70.1,0.52664519,6.4,9.295115806
2021-01-05,SAGB Index,SA Govt Bond Index,69.6,-0.390457067,6.37,9.334970369
2021-01-06,SAGB Index,SA Govt Bond Index,69.6,0.001973754,6.37,9.337164792
2021-01-07,SAGB Index,SA Govt Bond Index,69.3,-0.44290173,6.35,9.382333961
2021-01-08,SAGB Index,SA Govt Bond Index,69.3,0.063175535,6.36,9.380797529
2021-01-11,SAGB Index,SA Govt Bond Index,68.9,-0.235239731,6.33,9.410851503
2021-01-12,SAGB Index,SA Govt Bond Index,69,0.22758596,6.34,9.391242814
2021-01-13,SAGB Index,SA Govt Bond Index,69,0.175816802,6.34,9.376663505
2021-01-14,SAGB Index,SA Govt Bond Index,68.7,-0.091512179,6.32,9.387935427
2021-01-15,SAGB Index,SA Govt Bond Index,68.2,-0.411522091,6.3,9.430328986
2021-01-18,SAGB Index,SA Govt Bond Index,68.3,0.210189555,6.3,9.417213543
2021-01-19,SAGB Index,SA Govt Bond Index,68.8,0.506121197,6.32,9.370669497
2021-01-20,SAGB Index,SA Govt Bond Index,69.1,0.21000829,6.34,9.352795943
2021-01-21,SAGB Index,SA Govt Bond Index,69.6,0.310938251,6.36,9.323733966
2021-01-22,SAGB Index,SA Govt Bond Index,69.3,-0.166637432,6.35,9.342231533
2021-01-25,SAGB Index,SA Govt Bond Index,69.1,-0.05454586,6.33,9.354784654
2021-01-26,SAGB Index,SA Govt Bond Index,69.4,0.220532768,6.34,9.335948852
2021-01-27,SAGB Index,SA Govt Bond Index,70.4,0.053015606,6.44,9.333216524
2021-01-28,SAGB Index,SA Govt Bond Index,70.3,-0.018578338,6.43,9.337373752
2021-01-29,SAGB Index,SA Govt Bond Index,70.2,0.024077813,6.43,9.337472963
2021-02-01,SAGB Index,SA Govt Bond Index,70.7,0.657532383,6.45,9.282382824
2021-02-02,SAGB Index,SA Govt Bond Index,71.2,0.536262719,6.47,9.234210462
2021-02-03,SAGB Index,SA Govt Bond Index,72.1,0.777996833,6.52,9.163803853
2021-02-04,SAGB Index,SA Govt Bond Index,72.5,0.030658989,6.55,9.159265629
2021-02-05,SAGB Index,SA Govt Bond Index,72.2,-0.182102177,6.54,9.178625791
2021-02-08,SAGB Index,SA Govt Bond Index,71.9,-0.217636524,6.52,9.206032441
2021-02-09,SAGB Index,SA Govt Bond Index,71.7,-0.127853858,6.51,9.220385541
2021-02-10,SAGB Index,SA Govt Bond Index,71.9,0.168627325,6.51,9.206837671
2021-02-11,SAGB Index,SA Govt Bond Index,72.4,0.533859814,6.54,9.159167272
2021-02-12,SAGB Index,SA Govt Bond Index,72.2,-0.246693576,6.53,9.184634925
2021-02-15,SAGB Index,SA Govt Bond Index,72.1,0.023870514,6.52,9.18933175
2021-02-16,SAGB Index,SA Govt Bond Index,71.7,-0.482171955,6.5,9.237242962
2021-02-17,SAGB Index,SA Govt Bond Index,71,-0.708067743,6.46,9.307040169
2021-02-18,SAGB Index,SA Govt Bond Index,70.8,-0.064663568,6.45,9.316398338
2021-02-19,SAGB Index,SA Govt Bond Index,69.8,-0.9036669,6.4,9.405915987
2021-02-22,SAGB Index,SA Govt Bond Index,69,-0.805572928,6.36,9.4917327
2021-02-23,SAGB Index,SA Govt Bond Index,70.2,1.225706933,6.42,9.376298824
2021-02-24,SAGB Index,SA Govt Bond Index,72,0.689199494,6.55,9.312844777
2021-02-25,SAGB Index,SA Govt Bond Index,71.5,-0.906504265,6.52,9.401350117
2021-02-26,SAGB Index,SA Govt Bond Index,71.6,0.092657544,6.52,9.394969969
2021-03-01,SAGB Index,SA Govt Bond Index,71.7,0.336291795,6.53,9.370353392
2021-03-02,SAGB Index,SA Govt Bond Index,71.1,-0.553699321,6.49,9.425571266
2021-03-03,SAGB Index,SA Govt Bond Index,70.9,-0.025421452,6.49,9.430430478
2021-03-04,SAGB Index,SA Govt Bond Index,70.6,-0.351665463,6.47,9.466601425
2021-03-05,SAGB Index,SA Govt Bond Index,70.1,-0.664774327,6.44,9.53463796
2021-03-08,SAGB Index,SA Govt Bond Index,68.5,-1.561299993,6.36,9.695577775
2021-03-09,SAGB Index,SA Govt Bond Index,68.2,0.055823614,6.35,9.692666551
2021-03-10,SAGB Index,SA Govt Bond Index,68.6,0.436928967,6.37,9.652451648
2021-03-11,SAGB Index,SA Govt Bond Index,69.2,0.774082492,6.4,9.579806712
2021-03-12,SAGB Index,SA Govt Bond Index,68.8,-0.389713373,6.38,9.620347792
2021-03-15,SAGB Index,SA Govt Bond Index,68.9,0.461911626,6.38,9.583032848
2021-03-16,SAGB Index,SA Govt Bond Index,68.7,0.169500299,6.37,9.569075745
2021-03-17,SAGB Index,SA Govt Bond Index,68.1,-0.664795645,6.34,9.63665169
2021-03-18,SAGB Index,SA Govt Bond Index,66.9,-0.869071074,6.28,9.725054461
2021-03-19,SAGB Index,SA Govt Bond Index,67.4,0.51659454,6.31,9.676834272
2021-03-23,SAGB Index,SA Govt Bond Index,67.8,0.259178687,6.32,9.661663313
2021-03-24,SAGB Index,SA Govt Bond Index,67.2,-0.42621887,6.29,9.706340207
2021-03-25,SAGB Index,SA Govt Bond Index,66.7,-0.494690359,6.26,9.758061075
2021-03-26,SAGB Index,SA Govt Bond Index,67.2,0.223845397,6.3,9.738498705
2021-03-29,SAGB Index,SA Govt Bond Index,66.9,0.11214335,6.29,9.735241079
2021-03-30,SAGB Index,SA Govt Bond Index,66.8,-0.345455156,6.28,9.772053552
2021-03-31,SAGB Index,SA Govt Bond Index,67.2,0.511487924,6.3,9.724262978
2021-04-01,SAGB Index,SA Govt Bond Index,67,-0.293664884,6.29,9.75589899
2021-04-06,SAGB Index,SA Govt Bond Index,68.1,0.838401308,6.35,9.705496226
2021-04-07,SAGB Index,SA Govt Bond Index,68.9,0.909318851,6.39,9.619264237
2021-04-08,SAGB Index,SA Govt Bond Index,69.8,0.70736575,6.43,9.553179457
2021-04-09,SAGB Index,SA Govt Bond Index,69.6,-0.231770088,6.42,9.578234931
2021-04-12,SAGB Index,SA Govt Bond Index,69.5,-0.023941194,6.41,9.588104983
2021-04-13,SAGB Index,SA Govt Bond Index,69.3,-0.064209344,6.4,9.596896542
2021-04-14,SAGB Index,SA Govt Bond Index,70.2,0.920574148,6.44,9.510381534
2021-04-15,SAGB Index,SA Govt Bond Index,70.6,0.641211296,6.46,9.451215581
2021-04-16,SAGB Index,SA Govt Bond Index,70.4,0.110184553,6.45,9.443086083
2021-04-19,SAGB Index,SA Govt Bond Index,70.2,-0.07691481,6.44,9.457824289
2021-04-20,SAGB Index,SA Govt Bond Index,70,-0.033692329,6.43,9.463529908
2021-04-21,SAGB Index,SA Govt Bond Index,70,-0.030851835,6.43,9.468953118
2021-04-22,SAGB Index,SA Govt Bond Index,69.7,-0.21058337,6.41,9.491776092
2021-04-23,SAGB Index,SA Govt Bond Index,68.9,-0.567461962,6.38,9.549440349
2021-04-26,SAGB Index,SA Govt Bond Index,68.9,0.1915839,6.37,9.538318993
2021-04-28,SAGB Index,SA Govt Bond Index,68.5,-0.274174151,6.35,9.57008354
2021-04-29,SAGB Index,SA Govt Bond Index,68.2,-0.316520265,6.33,9.60361038
2021-04-30,SAGB Index,SA Govt Bond Index,67.8,-0.295875845,6.31,9.635239115
2021-05-03,SAGB Index,SA Govt Bond Index,68.4,0.790246997,6.34,9.565645269
2021-05-04,SAGB Index,SA Govt Bond Index,69.1,0.494715979,6.37,9.520046587
2021-05-05,SAGB Index,SA Govt Bond Index,69.1,0.088997678,6.38,9.513884856
2021-05-06,SAGB Index,SA Govt Bond Index,69.4,0.432520562,6.39,9.472978453
2021-05-07,SAGB Index,SA Govt Bond Index,69.8,0.402481582,6.41,9.436614525
2021-05-10,SAGB Index,SA Govt Bond Index,69.8,0.266215593,6.41,9.418296391
2021-05-11,SAGB Index,SA Govt Bond Index,70,0.14841786,6.42,9.406439808
2021-05-12,SAGB Index,SA Govt Bond Index,69.6,-0.510616149,6.39,9.458277761
2021-05-13,SAGB Index,SA Govt Bond Index,69.4,-0.206299811,6.38,9.480749496
2021-05-14,SAGB Index,SA Govt Bond Index,69.4,0.101361734,6.38,9.473377371
2021-05-17,SAGB Index,SA Govt Bond Index,69.1,-0.052112961,6.36,9.485829205
2021-05-18,SAGB Index,SA Govt Bond Index,69.2,0.183652003,6.37,9.470465036
2021-05-19,SAGB Index,SA Govt Bond Index,69.4,0.077293889,6.38,9.465433242
2021-05-20,SAGB Index,SA Govt Bond Index,69.4,0.260150504,6.38,9.442697436
2021-05-21,SAGB Index,SA Govt Bond Index,69.7,0.370404132,6.39,9.409392471
2021-05-24,SAGB Index,SA Govt Bond Index,69.7,0.156441074,6.39,9.401592147
2021-05-25,SAGB Index,SA Govt Bond Index,70.3,0.638963354,6.42,9.342733168
2021-05-26,SAGB Index,SA Govt Bond Index,70.4,0.081980736,6.42,9.337269314
2021-05-27,SAGB Index,SA Govt Bond Index,70.1,-0.321821474,6.4,9.370625435
2021-05-28,SAGB Index,SA Govt Bond Index,70,-0.060806668,6.4,9.378886717
2021-05-31,SAGB Index,SA Govt Bond Index,70.1,0.335276597,6.4,9.353879273
2021-06-01,SAGB Index,SA Govt Bond Index,70.3,0.165555773,6.41,9.340384558
2021-06-02,SAGB Index,SA Govt Bond Index,70.3,0.07523187,6.41,9.3355515
2021-06-03,SAGB Index,SA Govt Bond Index,70.5,0.263746388,6.42,9.312677661
2021-06-04,SAGB Index,SA Govt Bond Index,71.7,0.634406118,6.5,9.265202417
2021-06-07,SAGB Index,SA Govt Bond Index,72.2,0.505855659,6.51,9.224221356
2021-06-08,SAGB Index,SA Govt Bond Index,72.1,0.065269264,6.51,9.220357591
2021-06-09,SAGB Index,SA Govt Bond Index,72.1,0.191813863,6.51,9.204508187
2021-06-10,SAGB Index,SA Govt Bond Index,72.2,0.221570236,6.51,9.185867181
2021-06-11,SAGB Index,SA Govt Bond Index,72,-0.129170564,6.5,9.200493194
2021-06-14,SAGB Index,SA Govt Bond Index,71.6,-0.131824892,6.48,9.220027824
2021-06-15,SAGB Index,SA Govt Bond Index,71.8,-0.497486417,6.51,9.269929121
2021-06-17,SAGB Index,SA Govt Bond Index,71.3,-0.642018818,6.48,9.335989674
2021-06-18,SAGB Index,SA Govt Bond Index,71.3,-0.024435958,6.48,9.340715086
2021-06-21,SAGB Index,SA Govt Bond Index,70.4,-0.678578538,6.44,9.413353596
2021-06-22,SAGB Index,SA Govt Bond Index,70.2,0.003044403,6.43,9.415484526
2021-06-23,SAGB Index,SA Govt Bond Index,70.8,0.675963651,6.45,9.353088514
2021-06-24,SAGB Index,SA Govt Bond Index,71.1,0.355304686,6.47,9.321512547
2021-06-25,SAGB Index,SA Govt Bond Index,70.9,-0.370116948,6.45,9.359423568
2021-06-28,SAGB Index,SA Govt Bond Index,70.6,0.0236908,6.44,9.364359749
2021-06-29,SAGB Index,SA Govt Bond Index,70.7,0.107465244,6.44,9.356427016
2021-06-30,SAGB Index,SA Govt Bond Index,71,0.286056597,6.46,9.331366012
2021-07-01,SAGB Index,SA Govt Bond Index,70.7,-0.358778272,6.44,9.368333055
2021-07-02,SAGB Index,SA Govt Bond Index,71.1,0.208183252,6.46,9.355209007
2021-07-05,SAGB Index,SA Govt Bond Index,71.4,0.428320964,6.47,9.321346133
2021-07-06,SAGB Index,SA Govt Bond Index,71.5,0.061195911,6.47,9.317856248
2021-07-07,SAGB Index,SA Govt Bond Index,71.3,0.003501917,6.46,9.319897995
2021-07-08,SAGB Index,SA Govt Bond Index,71,-0.098300379,6.45,9.331726443
2021-07-09,SAGB Index,SA Govt Bond Index,70.8,0.021407003,6.44,9.332051017
2021-07-12,SAGB Index,SA Govt Bond Index,70.4,-0.207015238,6.42,9.35918001
2021-07-13,SAGB Index,SA Govt Bond Index,69.7,-0.687427021,6.38,9.428361677
2021-07-14,SAGB Index,SA Govt Bond Index,69.6,-0.084613053,6.37,9.439040741
2021-07-15,SAGB Index,SA Govt Bond Index,69.7,0.257087604,6.38,9.416516009
2021-07-16,SAGB Index,SA Govt Bond Index,69.7,0.121532418,6.38,9.407149954
2021-07-19,SAGB Index,SA Govt Bond Index,69.7,-0.230933505,6.35,9.436923574
2021-07-20,SAGB Index,SA Govt Bond Index,69,-0.032940654,6.34,9.442580497
2021-07-21,SAGB Index,SA Govt Bond Index,68.8,-0.07145806,6.33,9.452815856
2021-07-22,SAGB Index,SA Govt Bond Index,68.2,-0.329371692,6.31,9.487591454
2021-07-23,SAGB Index,SA Govt Bond Index,68.4,0.297502852,6.31,9.461000485
2021-07-26,SAGB Index,SA Govt Bond Index,69.2,0.857507201,6.35,9.385243879
2021-07-27,SAGB Index,SA Govt Bond Index,69.5,0.219790685,6.36,9.366407383
2021-07-28,SAGB Index,SA Govt Bond Index,70.4,-0.211056458,6.45,9.389276132
2021-07-29,SAGB Index,SA Govt Bond Index,70.7,0.318507251,6.46,9.361300238
2021-07-30,SAGB Index,SA Govt Bond Index,70.9,0.326488809,6.47,9.332637969
2021-08-02,SAGB Index,SA Govt Bond Index,71.2,0.467349058,6.49,9.295478031
2021-08-03,SAGB Index,SA Govt Bond Index,70.9,-0.248076847,6.47,9.321438586
2021-08-04,SAGB Index,SA Govt Bond Index,70.4,-0.385959856,6.45,9.360696083
2021-08-05,SAGB Index,SA Govt Bond Index,71,0.01471507,6.48,9.373564677
2021-08-06,SAGB Index,SA Govt Bond Index,70.3,-0.598989797,6.46,9.431547522
2021-08-10,SAGB Index,SA Govt Bond Index,70.3,0.130329034,6.45,9.428746705
2021-08-11,SAGB Index,SA Govt Bond Index,70.2,-0.01277792,6.45,9.43242336
2021-08-12,SAGB Index,SA Govt Bond Index,70.6,0.434128923,6.47,9.393149952
2021-08-13,SAGB Index,SA Govt Bond Index,71,0.388341037,6.48,9.358390865
2021-08-16,SAGB Index,SA Govt Bond Index,70.8,-0.046972393,6.47,9.370097402
2021-08-17,SAGB Index,SA Govt Bond Index,70.6,-0.005345931,6.46,9.373011964
2021-08-18,SAGB Index,SA Govt Bond Index,70.6,0.086409791,6.46,9.367130928
2021-08-19,SAGB Index,SA Govt Bond Index,70.4,-0.202111299,6.45,9.388977096
2021-08-20,SAGB Index,SA Govt Bond Index,70.5,0.102069395,6.45,9.38157691
2021-08-23,SAGB Index,SA Govt Bond Index,70.8,0.45138306,6.47,9.344109674
2021-08-24,SAGB Index,SA Govt Bond Index,71,0.184074521,6.47,9.328932511
2021-08-25,SAGB Index,SA Govt Bond Index,71.1,0.131716816,6.48,9.318766369
2021-08-26,SAGB Index,SA Govt Bond Index,72.2,0.059355017,6.58,9.315475657
2021-08-27,SAGB Index,SA Govt Bond Index,72.5,0.320400958,6.59,9.287775404
2021-08-30,SAGB Index,SA Govt Bond Index,72.8,0.480541688,6.6,9.249898408
2021-08-31,SAGB Index,SA Govt Bond Index,72.7,-0.030219021,6.6,9.255075135
2021-09-01,SAGB Index,SA Govt Bond Index,72.4,-0.175127491,6.58,9.273859137
2021-09-02,SAGB Index,SA Govt Bond Index,72.4,0.080790694,6.58,9.268638524
2021-09-03,SAGB Index,SA Govt Bond Index,72.3,-0.210817214,6.58,9.295621663
2021-09-06,SAGB Index,SA Govt Bond Index,72.1,-0.015958243,6.57,9.30417737
2021-09-07,SAGB Index,SA Govt Bond Index,71.9,-0.218417279,6.55,9.327206592
2021-09-08,SAGB Index,SA Govt Bond Index,72.1,0.219018428,6.56,9.308920328
2021-09-09,SAGB Index,SA Govt Bond Index,72,-0.082873233,6.55,9.31912794
2021-09-10,SAGB Index,SA Govt Bond Index,72,-0.012533453,6.55,9.32269785
2021-09-13,SAGB Index,SA Govt Bond Index,71.6,-0.167625227,6.54,9.345741164
2021-09-14,SAGB Index,SA Govt Bond Index,71.6,0.032005672,6.53,9.345097694
2021-09-15,SAGB Index,SA Govt Bond Index,71.4,-0.158623507,6.52,9.362566075
2021-09-16,SAGB Index,SA Govt Bond Index,71.4,0.107478242,6.52,9.354760039
2021-09-17,SAGB Index,SA Govt Bond Index,71,-0.423787766,6.5,9.397611176
2021-09-20,SAGB Index,SA Govt Bond Index,70.6,-0.304046827,6.47,9.433766026
2021-09-21,SAGB Index,SA Govt Bond Index,70.6,0.037455134,6.47,9.432613821
2021-09-22,SAGB Index,SA Govt Bond Index,70.5,0.010290107,6.47,9.434056304
2021-09-23,SAGB Index,SA Govt Bond Index,70.6,0.020454131,6.47,9.43454991
2021-09-27,SAGB Index,SA Govt Bond Index,69.8,-0.910952249,6.45,9.532810048
2021-09-28,SAGB Index,SA Govt Bond Index,69.4,-0.354222274,6.42,9.569654131
2021-09-29,SAGB Index,SA Govt Bond Index,69.5,0.193431124,6.43,9.553431451
2021-09-30,SAGB Index,SA Govt Bond Index,69.6,0.200323976,6.44,9.536576032
2021-10-01,SAGB Index,SA Govt Bond Index,69.7,0.104400317,6.44,9.528986876
2021-10-04,SAGB Index,SA Govt Bond Index,68.5,-1.06776945,6.38,9.640875788
2021-10-05,SAGB Index,SA Govt Bond Index,67.9,-0.578089414,6.35,9.700317945
2021-10-06,SAGB Index,SA Govt Bond Index,68.5,0.390850691,6.37,9.664554262
2021-10-07,SAGB Index,SA Govt Bond Index,69.3,0.787006176,6.41,9.590485018
